iter	Passed	Remaining
487	4022	4220
488	4030	4211
489	4037	4202
490	4044	4192
491	4053	4184
492	4060	4175
493	4068	4166
494	4075	4157
495	4082	4148
496	4090	4139
497	4098	4130
498	4105	4122
499	4113	4113
500	4121	4104
501	4128	4095
502	4135	4086
503	4144	4078
504	4151	4068
505	4159	4060
506	4166	4051
507	4174	4043
508	4181	4033
509	4189	4024
510	4197	4016
511	4204	4007
512	4211	3998
513	4219	3989
514	4226	3980
515	4234	3971
516	4241	3962
517	4249	3954
518	4256	3945
519	4265	3937
520	4273	3928
521	4280	3919
522	4288	3911
523	4295	3902
524	4303	3893
525	4310	3884
526	4318	3876
527	4325	3866
528	4332	3857
529	4340	3849
530	4347	3840
531	4356	3832
532	4363	3822
533	4370	3814
534	4378	3805
535	4386	3797
536	4393	3787
537	4401	3779
538	4408	3770
539	4416	3762
540	4424	3753
541	4431	3745
542	4439	3735
543	4447	3727
544	4454	3718
545	4461	3710
546	4469	3701
547	4477	3692
548	4484	3683
549	4491	3675
550	4499	3666
551	4507	3658
552	4515	3649
553	4522	3641
554	4530	3632
555	4538	3624
556	4545	3614
557	4553	3606
558	4560	3597
559	4568	3589
560	4574	3579
561	4583	3572
562	4590	3563
563	4598	3554
564	4605	3545
565	4613	3537
566	4620	3528
567	4629	3520
568	4636	3511
569	4644	3503
570	4651	3494
571	4660	3486
572	4667	3477
573	4675	3469
574	4682	3460
575	4689	3452
576	4696	3443
577	4705	3435
578	4712	3426
579	4720	3418
580	4727	3409
581	4735	3400
582	4743	3392
583	4750	3383
584	4758	3375
585	4765	3367
586	4773	3358
587	4780	3349
588	4788	3341
589	4795	3332
590	4802	3323
591	4810	3315
592	4817	3306
593	4825	3298
594	4832	3289
595	4841	3281
596	4848	3273
597	4856	3264
598	4863	3255
599	4871	3247
600	4879	3239
601	4886	3230
602	4893	3221
603	4901	3213
604	4908	3204
605	4915	3195
606	4923	3187
607	4930	3178
608	4938	3170
609	4945	3161
610	4953	3153
611	4960	3145
612	4967	3136
613	4975	3127
614	4982	3119
615	4989	3110
616	4997	3102
617	5005	3093
618	5012	3085
619	5020	3076
620	5027	3068
621	5035	3060
622	5042	3051
623	5050	3043
624	5058	3034
625	5065	3026
626	5072	3017
627	5080	3009
628	5087	3001
629	5096	2993
630	5103	2984
631	5111	2976
632	5119	2967
633	5126	2959
634	5134	2951
635	5141	2942
636	5148	2933
637	5156	2926
638	5164	2917
639	5171	2909
640	5179	2900
641	5188	2893
642	5195	2884
643	5203	2876
644	5213	2869
645	5220	2860
646	5229	2853
647	5235	2844
648	5244	2836
649	5251	2827
650	5260	2819
651	5266	2810
652	5274	2803
653	5281	2794
654	5329	2807
655	5344	2802
656	5358	2797
657	5379	2795
658	5394	2791
659	5401	2782
660	5409	2774
661	5418	2766
662	5425	2757
663	5432	2749
664	5441	2741
665	5452	2734
666	5460	2726
667	5471	2719
668	5482	2712
669	5490	2704
670	5498	2696
671	5510	2689
672	5518	2681
673	5527	2673
674	5538	2666
675	5546	2658
676	5556	2650
677	5563	2642
678	5572	2634
679	5582	2627
680	5590	2618
681	5600	2611
682	5607	2602
683	5615	2594
684	5623	2586
685	5631	2577
686	5640	2569
687	5647	2560
688	5657	2553
689	5664	2544
690	5676	2538
691	5683	2529
692	5691	2521
693	5700	2513
694	5707	2504
695	5718	2497
696	5725	2488
697	5735	2481
698	5743	2473
699	5752	2465
700	5762	2457
701	5769	2449
702	5779	2441
703	5788	2433
704	5795	2425
705	5806	2417
706	5812	2408
707	5822	2401
708	5829	2392
709	5839	2385
710	5846	2376
711	5857	2369
712	5867	2361
713	5874	2353
714	5885	2346
715	5893	2337
716	5902	2329
717	5911	2321
718	5918	2313
719	5928	2305
720	5936	2297
721	5947	2290
722	5955	2281
723	5963	2273
724	5972	2265
725	5979	2256
726	5989	2249
727	5996	2240
728	6006	2232
729	6013	2224
730	6022	2216
731	6030	2207
732	6038	2199
733	6047	2191
734	6055	2183
735	6066	2175
736	6073	2167
737	6082	2159
738	6091	2151
739	6098	2142
740	6107	2134
741	6114	2126
742	6124	2118
743	6131	2109
744	6141	2102
745	6150	2093
746	6157	2085
747	6166	2077
748	6173	2068
749	6183	2061
750	6190	2052
751	6201	2045
752	6208	2036
753	6217	2028
754	6226	2020
755	6233	2011
756	6243	2004
757	6251	1995
758	6262	1988
759	6274	1981
760	6284	1973
761	6294	1966
762	6307	1959
763	6319	1951
764	6328	1944
765	6337	1935
766	6348	1928
767	6358	1920
768	6367	1912
769	6378	1905
770	6385	1896
771	6397	1889
772	6407	1881
773	6418	1873
774	6428	1866
775	6439	1858
776	6447	1850
777	6456	1842
778	6466	1834
779	6473	1825
780	6482	1817
781	6491	1809
782	6503	1802
783	6515	1795
784	6523	1786
785	6534	1779
786	6545	1771
787	6553	1763
788	6565	1755
789	6575	1748
790	6582	1739
791	6593	1731
792	6601	1723
793	6610	1715
794	6616	1706
795	6625	1698
796	6632	1689
797	6640	1681
798	6647	1672
799	6656	1664
800	6664	1655
801	6671	1647
802	6679	1638
803	6687	1630
804	6694	1621
805	6702	1613
806	6710	1604
807	6717	1596
808	6725	1587
809	6732	1579
810	6741	1571
811	6748	1562
812	6757	1554
813	6764	1545
814	6773	1537
815	6779	1528
816	6789	1520
817	6795	1511
818	6804	1503
819	6811	1495
820	6820	1486
821	6826	1478
822	6835	1470
823	6842	1461
824	6851	1453
825	6858	1444
826	6867	1436
827	6873	1427
828	6883	1419
829	6889	1411
830	6898	1402
831	6905	1394
832	6915	1386
833	6922	1377
834	6931	1369
835	6938	1361
836	6947	1352
837	6954	1344
838	6962	1336
839	6970	1327
840	6978	1319
841	6986	1310
842	6994	1302
843	7001	1294
844	7009	1285
845	7016	1277
846	7023	1268
847	7031	1260
848	7038	1251
849	7045	1243
850	7053	1235
851	7060	1226
852	7068	1218
853	7075	1209
854	7083	1201
855	7090	1192
856	7099	1184
857	7114	1177
858	7126	1169
859	7139	1162
860	7148	1154
861	7158	1146
862	7170	1138
863	7186	1131
864	7200	1123
865	7217	1116
866	7227	1108
867	7237	1100
868	7250	1092
869	7261	1085
870	7280	1078
871	7295	1070
872	7308	1063
873	7322	1055
874	7330	1047
875	7341	1039
876	7352	1031
877	7360	1022
878	7373	1015
879	7385	1007
880	7394	998
881	7404	990
882	7417	982
883	7429	974
884	7437	966
885	7447	958
886	7457	950
887	7465	941
888	7476	933
889	7486	925
890	7493	916
891	7505	908
892	7511	900
893	7521	891
894	7528	883
895	7536	874
896	7543	866
897	7552	857
898	7560	849
899	7567	840
900	7575	832
901	7583	823
902	7595	815
903	7605	807
904	7613	799
905	7624	791
906	7632	782
907	7641	774
908	7650	765
909	7658	757
910	7666	748
911	7675	740
912	7684	732
913	7692	723
914	7701	715
915	7708	706
916	7717	698
917	7724	690
918	7733	681
919	7742	673
920	7750	664
921	7760	656
922	7766	647
923	7776	639
924	7784	631
925	7794	622
926	7802	614
927	7810	605
928	7816	597
929	7825	589
930	7832	580
931	7839	571
932	7846	563
933	7855	555
934	7866	546
935	7873	538
936	7883	530
937	7890	521
938	7898	513
939	7905	504
940	7914	496
941	7921	487
942	7929	479
943	7937	470
944	7945	462
945	7954	454
946	7961	445
947	7971	437
948	7978	428
949	7988	420
950	7995	411
951	8005	403
952	8012	395
953	8021	386
954	8029	378
955	8037	369
956	8045	361
957	8053	353
958	8061	344
959	8069	336
960	8078	327
961	8085	319
962	8094	311
963	8102	302
964	8115	294
965	8126	286
966	8134	277
967	8143	269
968	8151	260
969	8160	252
970	8170	244
971	8177	235
972	8188	227
973	8198	218
974	8207	210
975	8217	202
976	8225	193
977	8235	185
978	8242	176
979	8251	168
980	8259	159
981	8267	151
982	8276	143
983	8284	134
984	8293	126
985	8300	117
986	8312	109
987	8321	101
988	8329	92
989	8339	84
990	8347	75
991	8359	67
992	8370	59
993	8378	50
994	8387	42
995	8395	33
996	8405	25
997	8414	16
998	8422	8
999	8433	0
