iter	Logloss
412	0.2332155991
413	0.2329390907
414	0.232747097
415	0.2324058533
416	0.2321746063
417	0.2319913101
418	0.2317778778
419	0.231578331
420	0.2311429977
421	0.2309687996
422	0.2306741524
423	0.230374794
424	0.2301412201
425	0.2299013519
426	0.2296580124
427	0.2294911766
428	0.2292877007
429	0.2291195679
430	0.2287975883
431	0.2286107254
432	0.2283634186
433	0.2282013893
434	0.2279388428
435	0.2277078438
436	0.2274103546
437	0.227151413
438	0.2269822121
439	0.2268535805
440	0.2265714645
441	0.2263954926
442	0.2262582588
443	0.2257896805
444	0.2256338882
445	0.2253477478
446	0.225243988
447	0.2250421143
448	0.2247989655
449	0.2246478653
450	0.2245077515
451	0.2241436768
452	0.2239447784
453	0.2237564278
454	0.223496151
455	0.2231932831
456	0.2228282356
457	0.2225042915
458	0.2222345543
459	0.2220654106
460	0.221782856
461	0.2215162468
462	0.2212991333
463	0.2211769104
464	0.2208435822
465	0.2205723953
466	0.2203490639
467	0.2201117897
468	0.2197818184
469	0.219587326
470	0.2194594193
471	0.2190294647
472	0.218849144
473	0.2186468506
474	0.2183485222
475	0.2180800247
476	0.2176515579
477	0.2174060059
478	0.2171687317
479	0.2167894173
480	0.2165285301
481	0.216301136
482	0.2161397934
483	0.2159608459
484	0.2157390976
485	0.2154963112
486	0.2153619576
487	0.2151551628
488	0.2148509979
489	0.2146709061
490	0.2145301437
491	0.2142541885
492	0.2139223099
493	0.2137421799
494	0.2133982277
495	0.2131796646
496	0.21295084
497	0.212644825
498	0.2124767685
499	0.2121871948
500	0.2118531227
501	0.2116453362
502	0.211476593
503	0.211291275
504	0.2111684036
505	0.2110069656
506	0.2106145096
507	0.2103327751
508	0.2101169968
509	0.2098268509
510	0.2094379425
511	0.2091790771
512	0.2089727783
513	0.2087346649
514	0.2085455513
515	0.2082974625
516	0.2081160164
517	0.2079067612
518	0.2077311516
519	0.2074970055
520	0.2071848297
521	0.2069406891
522	0.2066657066
523	0.2064645958
524	0.2061997795
525	0.2060166931
526	0.2057531357
527	0.2055667305
528	0.2052900505
529	0.2050702477
530	0.2048655701
531	0.204747963
532	0.204519825
533	0.2043339539
534	0.2041380119
535	0.2039424324
536	0.2037412262
537	0.2035691833
538	0.2033735466
539	0.2032011795
540	0.2030511665
541	0.2028606796
542	0.2025931931
543	0.2024900818
544	0.2023021698
545	0.2020460129
546	0.2018286896
547	0.2016837311
548	0.2015203094
549	0.2012962341
550	0.2011046219
551	0.2010122681
552	0.2008172989
553	0.2005962181
554	0.2004463196
555	0.2002844238
556	0.200202446
557	0.2000723267
558	0.199928627
559	0.1998010635
560	0.1996943283
561	0.1994537544
562	0.1992469406
563	0.1991241646
564	0.1989057159
565	0.198711586
566	0.1984888458
567	0.1983758926
568	0.1982588196
569	0.1980186653
570	0.1977769852
571	0.1976444054
572	0.1974279022
573	0.1972879219
574	0.1970871353
575	0.1969436073
576	0.1968027496
577	0.1966628647
578	0.1964844513
579	0.1961727905
580	0.195883255
581	0.1957097816
582	0.1955368042
583	0.1952787209
584	0.1950954628
585	0.1948535156
586	0.1946002197
587	0.1943368912
588	0.1941662025
589	0.1940684319
590	0.1938807869
591	0.193663578
592	0.1934367943
593	0.1932095718
594	0.1930937195
595	0.1930003166
596	0.1928452682
597	0.1926151276
598	0.192477951
599	0.1923061371
600	0.1921153641
601	0.1918397141
602	0.1916278839
603	0.1914537811
604	0.1913599777
605	0.1912603569
606	0.1911220169
607	0.1909082222
608	0.1906630325
609	0.1904723358
610	0.1903158188
611	0.1900856781
612	0.1898681259
613	0.189771843
614	0.1895942307
615	0.1892955017
616	0.1891200638
617	0.1888634109
618	0.1887248993
619	0.1884643173
620	0.1882688713
621	0.1881785965
622	0.188013649
623	0.1879521561
624	0.1878355026
625	0.1876875496
626	0.1874084854
627	0.1873147964
628	0.1870701981
629	0.1867429352
630	0.1864949226
631	0.1863364029
632	0.186204071
633	0.1861120796
634	0.1859104729
635	0.1857480049
636	0.1854551697
637	0.1852315521
638	0.1850699234
639	0.1849298096
640	0.184779892
641	0.1847079468
642	0.1846016312
643	0.1843308067
644	0.1841600418
645	0.1838689995
646	0.183656044
647	0.1834592247
648	0.1831707001
649	0.1830026627
650	0.1827675247
651	0.1826399231
652	0.1824485016
653	0.1822834206
654	0.1820879364
655	0.1818338013
656	0.1816507721
657	0.1814976501
658	0.1813392258
659	0.18111866
660	0.1809391975
661	0.1807193756
662	0.1805670166
663	0.1804108429
664	0.1801849556
665	0.1799512291
666	0.1798236084
667	0.1796632767
668	0.1794049072
669	0.1792558098
670	0.1790163231
671	0.178893261
672	0.178735981
673	0.1784912872
674	0.1782886887
675	0.1781850052
676	0.1779491806
677	0.1778312302
678	0.1775905037
679	0.1774445534
680	0.1773214531
681	0.1770684052
682	0.1768974686
683	0.1768063354
684	0.1767374802
685	0.1764803314
686	0.1763169861
687	0.1762156487
688	0.1760896683
689	0.1758740234
690	0.1757580185
691	0.1756487083
692	0.1755280304
693	0.1752910995
694	0.175121727
695	0.174921608
696	0.1747156906
697	0.1745468903
698	0.1744638062
699	0.1742349052
700	0.1740300369
701	0.1738033295
702	0.1737712669
703	0.1735962486
704	0.1734876251
705	0.1732189178
706	0.1729848289
707	0.1727557564
708	0.1725518227
709	0.1724105072
710	0.1721223831
711	0.1720430183
712	0.1719429016
713	0.1717036057
714	0.1715043259
715	0.171342659
716	0.1711892319
717	0.1710459137
718	0.1709486008
719	0.1708231354
720	0.1706528854
721	0.1705286789
722	0.1704502869
723	0.170212574
724	0.170099678
725	0.1698744392
726	0.1697786522
727	0.1696926117
728	0.1695453644
729	0.1693369293
730	0.1691853714
731	0.1690551567
732	0.1689321136
733	0.168837738
734	0.168686409
735	0.1685699081
736	0.1683776474
737	0.1681644058
738	0.168055954
739	0.1679103279
740	0.1677785492
741	0.1676360321
742	0.1675262451
743	0.167383461
744	0.1671739006
745	0.1670452499
746	0.1669189453
747	0.1668067169
748	0.166665287
749	0.1664348984
750	0.1662584305
751	0.1660442352
752	0.1658486176
753	0.1656257057
754	0.1654263687
755	0.1652646065
756	0.1651298523
757	0.164932766
758	0.1647999382
759	0.1646680069
760	0.1645448303
761	0.1643947411
762	0.1642483521
763	0.164050293
764	0.1639494705
765	0.1638261223
766	0.1637714005
767	0.1636683655
768	0.1635817146
769	0.1634348297
770	0.1632341766
771	0.1631321716
772	0.1629514885
773	0.1628107834
774	0.162573204
775	0.1624141312
776	0.162182045
777	0.1621030807
778	0.1619701385
779	0.1619081116
780	0.1617774391
781	0.1615857697
782	0.1614694405
783	0.1613156891
784	0.161132679
785	0.160998764
786	0.1608124352
787	0.1606483459
788	0.1604745293
789	0.1603796005
790	0.1602111053
791	0.1600836182
792	0.1599034882
793	0.1597574425
794	0.1596597099
795	0.1595538902
796	0.1593930817
797	0.1593122387
798	0.1592481232
799	0.1590794277
800	0.1589922428
801	0.1588768196
802	0.1587787914
803	0.1586297512
804	0.1584671402
805	0.1583086395
806	0.1582019138
807	0.1580637264
808	0.1579403687
809	0.1578246403
810	0.1576721287
811	0.1575857735
812	0.1575085545
813	0.1574390888
814	0.1573724556
815	0.157187376
816	0.1570611
817	0.1569607925
818	0.1568736649
819	0.1566637897
820	0.1564473438
821	0.1563578606
822	0.1562286854
823	0.1560079575
824	0.1558604717
825	0.155631628
826	0.1554996014
827	0.1553078651
828	0.1550997734
829	0.154987669
830	0.1548668194
831	0.1546757603
832	0.1544692993
833	0.1543329716
834	0.1542117405
835	0.1540872383
836	0.1539000225
837	0.1538224602
838	0.1536819267
839	0.1534846115
840	0.1533474922
841	0.1532362366
842	0.153051157
843	0.1529295731
844	0.152861166
845	0.1527696896
846	0.1525906944
847	0.1524094296
848	0.152238121
849	0.1521111107
850	0.1520355034
851	0.1518844795
852	0.1517440796
853	0.1516100693
854	0.1514941406
855	0.1513031387
856	0.1512227917
857	0.1511178207
858	0.1509474564
859	0.1508514023
860	0.1507439995
861	0.1506279087
862	0.1504705238
863	0.1503692055
864	0.1502535248
865	0.1501620483
866	0.1500720406
867	0.1498976135
868	0.1497685528
869	0.1496527004
870	0.1495574665
871	0.1494335938
872	0.1493734837
873	0.1492480278
874	0.1491509819
875	0.1490359974
876	0.1489415073
877	0.1488246536
878	0.1486403275
879	0.1484459305
880	0.1483360863
881	0.148232336
882	0.148079195
883	0.1479598427
884	0.1478522301
885	0.1476514149
886	0.1474784374
887	0.1473053741
888	0.1470962048
889	0.14696064
890	0.1468414879
891	0.1467399788
892	0.1466844559
893	0.1465548134
894	0.1464408875
895	0.1463266087
896	0.1462343216
897	0.1461532307
898	0.1460767937
899	0.1459291935
900	0.145791502
901	0.1456394005
902	0.145590477
903	0.1454598808
904	0.1453632736
905	0.1451893044
906	0.1451032734
907	0.1450306034
908	0.1449078369
909	0.1447755241
910	0.144657135
911	0.1445227432
912	0.1444462395
913	0.1443100834
914	0.1441934967
915	0.1440792084
916	0.1439727402
917	0.1439392662
918	0.1438409138
919	0.1437882614
920	0.1437078857
921	0.1435654449
922	0.1433683014
923	0.1432451057
924	0.1431530476
925	0.1430483341
926	0.1429368114
927	0.1428713608
928	0.1427769852
929	0.1427272606
930	0.1426260948
931	0.1425417233
932	0.1424922657
933	0.1424093056
934	0.1422658157
935	0.1421377087
936	0.1419889545
937	0.1418971443
938	0.1417983246
939	0.1417219353
940	0.1415681171
941	0.1414084244
942	0.1413112736
943	0.1411330795
944	0.1410249043
945	0.1409156418
946	0.1407993698
947	0.1406847954
948	0.1406373692
949	0.1404817009
950	0.1403844357
951	0.1403065109
952	0.1402080154
953	0.1400479317
954	0.1399071217
955	0.1397841549
956	0.1396350861
957	0.139535141
958	0.1394568253
959	0.1393419838
960	0.139216156
961	0.1390939713
962	0.1390398693
963	0.1389268589
964	0.1388672447
965	0.1388458633
966	0.1387401199
967	0.1386706161
968	0.1385502911
969	0.1384803486
970	0.1384166908
971	0.1382899189
972	0.1380712128
973	0.1379544353
974	0.1378254509
975	0.1377036667
976	0.1376405048
977	0.1375591469
978	0.1373750496
979	0.1372535324
980	0.1372080517
981	0.1371376514
982	0.1370784283
983	0.137030983
984	0.1369704723
985	0.136901865
986	0.136811657
987	0.13668046
988	0.1365395927
989	0.1364507103
990	0.1363612461
991	0.136248703
992	0.1362034702
993	0.1361302376
994	0.1360641289
995	0.1360180092
996	0.1358505058
997	0.1357716179
998	0.1356377888
999	0.1355882835
